Education,Marital_Status,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,FamilySize,TotalSpending,TotalAcceptedCmp,CampaignSuccessRate,IsParent,CustomerTenure,Churn,CLV,SpendingToIncome,HighValue,PurchaseActivity
PhD,Single,68352.0,0,1,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,0,51,3,871,0,0.0,1,305,1,2.84640522875817,0.012742674059660878,0,28
Graduation,Together,41883.0,1,0,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,37,3,312,0,0.0,1,467,0,0.6666666666666666,0.0074491452583325376,0,16
Graduation,Married,59809.0,0,2,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,0,49,4,877,0,0.0,1,619,0,1.414516129032258,0.014663099816084267,0,20
Graduation,Married,23957.0,1,0,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,1,50,3,68,1,0.16666666666666666,1,609,1,0.11147540983606558,0.002838300358961516,0,11
Graduation,Together,38547.0,1,0,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,0,44,3,22,0,0.0,1,305,1,0.0718954248366013,0.0005707170281207844,0,11
2n Cycle,Married,35688.0,2,1,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,0,52,5,211,0,0.0,1,676,1,0.31166912850812406,0.005912185827565916,0,17
Master,Married,49605.0,0,0,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,59,2,127,0,0.0,0,8,1,14.11111111111111,0.0025601741724791357,0,10
Master,Married,59354.0,0,2,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,0,72,4,459,0,0.0,1,66,1,6.850746268656716,0.007733131159969674,0,18
Graduation,Married,65747.0,0,1,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,0,56,3,460,1,0.16666666666666666,1,114,1,4.0,0.006996410537202653,0,21
2n Cycle,Together,46344.0,0,1,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,0,53,3,429,0,0.0,1,562,0,0.7619893428063943,0.009256661991584854,0,20
Graduation,Alone,34176.0,1,0,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,37,3,89,0,0.0,1,48,0,1.816326530612245,0.002604090470199257,0,13
PhD,Together,61010.0,0,1,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,0,73,3,1021,0,0.0,1,628,1,1.6232114467408585,0.016734687187556344,0,29
Graduation,Together,69372.0,0,0,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,1,76,2,1381,3,0.5,0,495,0,2.784274193548387,0.019906880198348062,1,24
Graduation,Single,49967.0,0,1,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,0,67,3,306,0,0.0,1,356,0,0.8571428571428571,0.006123919308357349,0,19
Graduation,Single,60199.0,1,2,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,0,47,5,18,0,0.0,1,290,1,0.061855670103092786,0.0002990033222591362,0,7
Graduation,Together,55375.0,0,1,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,0,48,3,162,0,0.0,1,255,0,0.6328125,0.0029254550707887893,0,10
Graduation,Single,80317.0,0,0,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,70,2,1231,0,0.0,0,313,1,3.9203821656050954,0.015326576856993452,1,18
Master,Single,30523.0,2,1,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,0,67,5,13,0,0.0,1,363,0,0.03571428571428571,0.00042589437819420784,0,10
PhD,Married,70356.0,0,0,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,0,80,2,1706,0,0.0,0,601,0,2.833887043189369,0.024247764970081156,1,31
Graduation,Married,23228.0,1,0,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,41,3,121,0,0.0,1,175,1,0.6875,0.005209005983899436,0,15
PhD,Divorced,74165.0,0,0,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,50,2,1293,0,0.0,0,424,0,3.0423529411764707,0.01743386457406359,1,21
PhD,Married,157243.0,0,1,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,0,52,3,1608,0,0.0,1,120,1,13.289256198347108,0.010226145353717788,1,22
Graduation,Together,43482.0,2,1,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,0,59,5,88,0,0.0,1,228,1,0.38427947598253276,0.002023779408044523,0,12
Graduation,Divorced,62551.0,0,0,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,0,72,2,421,1,0.16666666666666666,0,223,0,1.8794642857142858,0.006730400306944622,0,20
Graduation,Divorced,52332.0,0,0,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,66,2,259,1,0.16666666666666666,0,305,1,0.8464052287581699,0.004949076108765024,0,15
Graduation,Single,66951.0,0,0,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,0,37,2,1117,0,0.0,0,239,1,4.654166666666667,0.0166835942167523,1,15
Graduation,Together,26091.0,1,1,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,0,68,4,89,0,0.0,1,124,1,0.712,0.0034110072052736472,0,11
Graduation,Together,33456.0,1,1,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,0,60,4,36,0,0.0,1,69,1,0.5142857142857142,0.0010760080102818544,0,11
Graduation,Married,28718.0,1,0,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,0,43,3,57,0,0.0,1,351,1,0.16193181818181818,0.001984748772589575,0,13
Graduation,Married,50447.0,2,0,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,0,55,4,148,0,0.0,1,69,0,2.1142857142857143,0.0029337139232477006,0,13
PhD,Together,53537.0,1,1,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,66,4,93,0,0.0,1,150,0,0.6158940397350994,0.0017370839403787965,0,11
Graduation,Single,52074.0,0,1,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,0,58,3,119,1,0.16666666666666666,1,86,1,1.367816091954023,0.00228516562650024,0,10
PhD,Married,80427.0,0,1,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,0,50,3,1835,0,0.0,1,655,1,2.7972560975609757,0.022815437409857264,1,32
PhD,Married,83837.0,0,0,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,1,77,2,1318,3,0.5,0,560,1,2.3493761140819966,0.015720794866289748,1,28
PhD,Married,38853.0,1,1,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,55,4,45,0,0.0,1,37,1,1.1842105263157894,0.0011581819117722756,0,12
Graduation,Together,38285.0,2,1,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,0,66,5,10,0,0.0,1,5,1,1.6666666666666667,0.0002611920806561145,0,5
2n Cycle,Married,78497.0,0,0,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,0,74,2,978,1,0.16666666666666666,0,210,1,4.6350710900473935,0.012458916150729955,0,26
PhD,Married,51650.0,0,1,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,0,49,3,191,0,0.0,1,49,1,3.82,0.0036978954908907864,0,14
2n Cycle,Married,16248.0,1,0,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,0,37,3,57,0,0.0,1,50,1,1.1176470588235294,0.0035079081789648595,0,12
Master,Married,66835.0,0,0,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,79,2,1033,0,0.0,0,274,0,3.7563636363636363,0.01545574241426776,0,25
Master,Married,30477.0,1,0,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,41,3,66,0,0.0,1,158,0,0.41509433962264153,0.002165496423649846,0,11
Basic,Married,28249.0,0,0,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,0,64,2,43,0,0.0,0,14,1,2.8666666666666667,0.0015221238938053097,0,11
Graduation,Married,25271.0,1,0,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,0,42,3,50,0,0.0,1,571,1,0.08741258741258741,0.001978474200696423,0,13
PhD,Single,32303.0,0,1,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,55,3,39,0,0.0,1,113,1,0.34210526315789475,0.0012072808320950966,0,10
Graduation,Married,61286.0,0,1,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,0,59,3,608,0,0.0,1,331,0,1.8313253012048192,0.009920537797575343,0,21
Graduation,Married,74068.0,0,0,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,49,2,1581,0,0.0,0,467,0,3.378205128205128,0.021344962129905897,1,25
PhD,Married,45759.0,1,1,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,61,4,68,0,0.0,1,491,0,0.13821138211382114,0.001486013986013986,0,12
Basic,Together,24882.0,1,0,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,0,47,3,80,1,0.16666666666666666,1,658,1,0.12139605462822459,0.0032150464172326487,0,10
PhD,Together,66973.0,0,0,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,0,36,2,1282,0,0.0,0,408,1,3.1344743276283618,0.019141756502523366,1,30
2n Cycle,Divorced,36640.0,1,0,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,0,125,3,65,0,0.0,1,276,1,0.23465703971119134,0.001773969051063017,0,10
Graduation,Married,38872.0,1,0,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,0,37,3,91,0,0.0,1,395,1,0.2297979797979798,0.00234095644792015,0,14
Graduation,Married,51148.0,1,1,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,0,52,4,315,0,0.0,1,496,0,0.6338028169014085,0.006158478171616259,0,18
Graduation,Married,31353.0,1,1,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,0,48,4,31,0,0.0,1,182,0,0.16939890710382513,0.0009887095745359444,0,12
Master,Married,69661.0,0,0,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,0,45,2,834,0,0.0,0,47,1,17.375,0.011972093824466712,0,25
Graduation,Married,80067.0,0,0,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,0,71,2,1600,1,0.16666666666666666,0,283,1,5.633802816901408,0.01998301443772793,1,18
Graduation,Married,86718.0,0,0,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,0,71,2,1270,0,0.0,0,528,0,2.4007561436672966,0.014645002825217081,1,18
PhD,Single,46854.0,1,1,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,1,52,4,263,2,0.3333333333333333,1,90,1,2.89010989010989,0.0056130615729377865,0,17
Graduation,Divorced,69142.0,0,1,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,0,73,3,535,1,0.16666666666666666,1,0,1,535.0,0.007737587319034464,0,21
Graduation,Single,75922.0,0,0,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,0,57,2,1295,0,0.0,0,202,1,6.379310344827586,0.017056754870065725,1,18
Graduation,Divorced,63693.0,0,1,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,47,3,1150,0,0.0,1,258,1,4.44015444015444,0.01805507583131849,1,32
PhD,Together,102160.0,0,0,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,1,48,2,1240,4,0.6666666666666666,0,604,1,2.049586776859504,0.012137704211979131,1,30
PhD,Single,40637.0,1,1,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,0,60,4,38,0,0.0,1,347,1,0.10919540229885058,0.000935085388060436,0,11
Master,Single,18890.0,0,0,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,1,41,2,35,2,0.3333333333333333,0,596,0,0.05862646566164154,0.0018527341061881318,0,9
Graduation,Together,29604.0,1,0,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,37,3,53,1,0.16666666666666666,1,203,1,0.25980392156862747,0.001790238135450093,0,13
Master,Divorced,48721.0,1,1,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,0,62,4,293,0,0.0,1,412,1,0.7094430992736077,0.006013710438816141,0,17
Graduation,Married,44794.0,0,1,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,59,3,65,0,0.0,1,21,1,2.9545454545454546,0.0014510548052237974,0,11
Graduation,Divorced,64497.0,0,1,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,1,71,3,1804,2,0.3333333333333333,1,657,0,2.7416413373860182,0.02796985953052808,1,32
Graduation,Together,46097.0,0,1,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,69,3,241,0,0.0,1,455,0,0.5285087719298246,0.005227992537637208,0,14
Graduation,Together,77972.0,0,0,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,71,2,1101,0,0.0,0,103,0,10.586538461538462,0.014120272401985302,1,20
PhD,Married,44377.0,1,1,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,0,57,4,264,0,0.0,1,632,1,0.41706161137440756,0.0059488935959259095,0,19
Master,Together,46014.0,1,1,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,0,51,4,541,0,0.0,1,524,0,1.0304761904761905,0.011757035749212214,0,23
Graduation,Married,70951.0,0,0,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,40,2,1198,0,0.0,0,421,1,2.838862559241706,0.01688465441425189,1,17
Graduation,Married,41443.0,1,0,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,0,48,3,482,0,0.0,1,89,1,5.355555555555555,0.011630151529775118,0,22
2n Cycle,Single,52195.0,2,1,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,47,5,17,0,0.0,1,48,0,0.3469387755102041,0.0003256954555904667,0,11
Master,Married,83790.0,0,0,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,0,77,2,1615,2,0.3333333333333333,0,226,1,7.11453744493392,0.0192741463880369,1,27
Master,Widow,44551.0,0,1,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,0,71,3,285,0,0.0,1,302,0,0.9405940594059405,0.006397019213503322,0,17
Graduation,Together,69508.0,1,0,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,0,45,3,1135,0,0.0,1,592,1,1.9139966273187183,0.01632882072825102,1,32
2n Cycle,Together,45204.0,1,0,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,0,37,3,114,0,0.0,1,79,1,1.425,0.0025218449286583343,0,9
Graduation,Married,72460.0,0,0,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,0,56,2,1047,0,0.0,0,227,1,4.592105263157895,0.01444915195760478,1,16
PhD,Together,77622.0,0,2,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,0,55,4,714,0,0.0,1,76,0,9.272727272727273,0.00919830462620615,0,23
PhD,Married,30732.0,1,0,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,0,45,3,185,0,0.0,1,540,1,0.3419593345656192,0.006019588064946475,0,17
Graduation,Divorced,63887.0,0,1,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,0,63,3,1245,0,0.0,1,659,0,1.8863636363636365,0.01948722764838467,1,33
Graduation,Together,42011.0,1,0,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,0,47,3,189,0,0.0,1,460,1,0.40997830802603036,0.004498714652956298,0,16
Graduation,Together,51369.0,0,1,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,3,576,0,0.0,1,612,1,0.9396411092985318,0.011212770099279736,0,22
Graduation,Divorced,51537.0,0,1,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,0,73,3,1103,0,0.0,1,567,0,1.9419014084507042,0.021401684194186813,1,23
PhD,Married,79930.0,0,0,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,0,53,2,1753,0,0.0,0,690,1,2.536903039073806,0.02193141584616732,1,18
PhD,Together,34320.0,1,0,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,39,3,17,0,0.0,1,133,1,0.12686567164179105,0.0004953235628332508,0,11
Graduation,Single,37070.0,1,1,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,1,59,4,433,1,0.16666666666666666,1,466,0,0.9271948608137045,0.011680289174826684,0,21
2n Cycle,Divorced,81975.0,0,1,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,0,63,3,1588,1,0.16666666666666666,1,540,0,2.9353049907578557,0.019371523372694446,1,20
Graduation,Together,38590.0,1,0,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,54,3,22,0,0.0,1,410,1,0.0535279805352798,0.0005700811069938587,0,11
Graduation,Single,15033.0,0,0,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,0,74,2,19,0,0.0,0,74,0,0.25333333333333335,0.0012638020486896368,0,7
PhD,Married,62745.0,0,1,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,60,3,1117,0,0.0,1,463,1,2.4073275862068964,0.01780193159723329,1,31
2n Cycle,Married,22212.0,1,0,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,0,50,3,69,0,0.0,1,202,1,0.3399014778325123,0.003106289109980642,0,12
Master,Together,23661.0,1,0,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,43,3,23,0,0.0,1,207,1,0.11057692307692307,0.0009720226523539853,0,11
PhD,Single,79761.0,0,1,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,0,67,3,605,0,0.0,1,268,0,2.2490706319702602,0.007585065570070961,0,21
Graduation,Single,7500.0,1,0,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,0,52,3,57,0,0.0,1,185,1,0.3064516129032258,0.007598986801759766,0,14
2n Cycle,Single,60182.0,0,1,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,0,132,3,22,0,0.0,1,43,0,0.5,0.00036555173387833775,0,7
Graduation,Widow,73455.0,0,0,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,0,57,2,2088,1,0.16666666666666666,0,244,1,8.522448979591836,0.02842517969941189,1,24
Graduation,Together,64961.0,0,1,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,0,67,3,1009,0,0.0,1,553,1,1.8212996389891696,0.015532157261168068,0,17
Graduation,Single,22804.0,1,0,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,0,54,3,26,0,0.0,1,333,1,0.07784431137724551,0.0011401008550756414,0,13
Graduation,Married,73687.0,0,0,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,1,35,2,1627,2,0.3333333333333333,0,213,0,7.602803738317757,0.022079578764520682,1,23
Graduation,Married,61074.0,0,1,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,0,67,3,1102,0,0.0,1,681,0,1.6158357771260996,0.018043389275480964,1,31
PhD,Married,31686.0,1,1,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,61,4,17,0,0.0,1,24,0,0.68,0.0005364976173194055,0,10
Graduation,Married,80134.0,1,0,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,1,53,3,1690,4,0.6666666666666666,1,405,0,4.16256157635468,0.021089411617894804,1,20
Graduation,Married,75027.0,0,1,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,0,72,3,1390,0,0.0,1,536,1,2.5884543761638734,0.01852641680439303,1,24
PhD,Married,67546.0,0,0,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,37,2,2126,0,0.0,0,667,1,3.182634730538922,0.03147438080151598,1,22
Master,Together,65176.0,0,1,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,0,56,3,1531,0,0.0,1,608,1,2.5139573070607555,0.023489881399880327,1,27
Master,Single,31160.0,1,0,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,0,50,3,64,0,0.0,1,286,1,0.2229965156794425,0.0020538493629857833,0,13
Graduation,Single,29938.0,1,0,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,0,40,3,26,0,0.0,1,245,1,0.10569105691056911,0.0008684324793747286,0,10
Graduation,Divorced,102692.0,0,0,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,1,51,2,1112,5,0.8333333333333334,0,450,0,2.4656319290465634,0.010828391419084066,1,30
2n Cycle,Together,26490.0,0,0,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,67,2,210,0,0.0,0,645,1,0.32507739938080493,0.007927220565475067,0,15
Graduation,Together,75702.0,1,1,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,0,58,4,1148,0,0.0,1,669,1,1.7134328358208955,0.015164524523466706,1,29
PhD,Single,30899.0,1,0,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,51,3,33,0,0.0,1,624,0,0.0528,0.0010679611650485437,0,10
PhD,Together,63342.0,0,1,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,0,64,3,1101,1,0.16666666666666666,1,621,1,1.770096463022508,0.017381557551742102,1,22
Graduation,Single,45989.0,0,1,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,0,61,3,322,0,0.0,1,615,1,0.5227272727272727,0.007001522070015221,0,15
Graduation,Single,18701.0,1,1,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,0,61,4,44,0,0.0,1,390,1,0.11253196930946291,0.0023526895519195806,0,11
PhD,Single,40737.0,2,1,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,0,68,5,17,0,0.0,1,203,0,0.08333333333333333,0.0004173008002356522,0,11
Graduation,Divorced,15287.0,1,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,1,46,3,31,2,0.3333333333333333,1,627,1,0.04936305732484077,0.0020277341705913134,0,11
PhD,Divorced,69674.0,0,2,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,0,57,4,845,0,0.0,1,403,1,2.0915841584158414,0.01212773591675637,0,27
Master,Married,44159.0,1,0,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,55,3,275,0,0.0,1,12,1,21.153846153846153,0.006227355072463768,0,16
PhD,Married,37717.0,1,0,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,0,47,3,25,0,0.0,1,583,0,0.04280821917808219,0.000662813510790604,0,12
Master,Together,43776.0,1,1,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,1,73,4,275,1,0.16666666666666666,1,511,0,0.537109375,0.006281837494574776,0,19
Master,Married,38179.0,1,1,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,0,59,4,90,0,0.0,1,472,0,0.19027484143763213,0.002357255107386066,0,14
Graduation,Married,80124.0,0,0,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,0,62,2,1495,1,0.16666666666666666,0,3,1,373.75,0.018658346333853354,1,19
PhD,Married,38097.0,1,1,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,1,55,4,184,2,0.3333333333333333,1,622,1,0.2953451043338684,0.004829649850385847,0,14
Graduation,Married,72940.0,0,0,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,55,2,981,0,0.0,0,375,0,2.609042553191489,0.013449226086837306,0,13
Graduation,Together,22070.0,1,0,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,55,3,67,0,0.0,1,268,0,0.24907063197026022,0.003035657650310362,0,12
Graduation,Single,69267.0,0,0,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,1,72,2,1635,1,0.16666666666666666,0,645,0,2.5309597523219813,0.023603972974533694,1,19
Master,Single,31788.0,1,0,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,0,42,3,60,0,0.0,1,101,0,0.5882352941176471,0.0018874453427286167,0,12
PhD,Together,61905.0,0,1,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,0,50,3,231,0,0.0,1,145,0,1.582191780821918,0.0037314638322618163,0,15
Graduation,Married,29315.0,1,1,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,0,65,4,48,0,0.0,1,84,1,0.5647058823529412,0.001637331150225133,0,12
Graduation,Divorced,33378.0,1,1,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,0,62,4,99,0,0.0,1,508,0,0.1944990176817289,0.0029659366667665298,0,13
PhD,Together,66313.0,0,1,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,62,3,770,0,0.0,1,286,1,2.682926829268293,0.011611424435262538,0,25
Graduation,Single,60714.0,0,0,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,1,69,2,957,1,0.16666666666666666,0,528,1,1.8090737240075614,0.01576216750391172,0,26
Master,Together,77882.0,0,0,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,0,44,2,818,0,0.0,0,60,0,13.40983606557377,0.010502933888011504,0,12
PhD,Single,69867.0,0,0,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,1,39,2,925,2,0.3333333333333333,0,453,0,2.037444933920705,0.013239251159329021,0,17
Master,Divorced,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,57,3,908,0,0.0,1,434,1,2.0873563218390805,0.014222612073556592,0,27
Basic,Married,24480.0,1,0,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,0,44,3,102,0,0.0,1,503,1,0.20238095238095238,0.004166496466647605,0,14
Graduation,Together,51369.0,0,1,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,49,3,576,0,0.0,1,612,1,0.9396411092985318,0.011212770099279736,0,22
Graduation,Together,37760.0,0,0,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,0,79,2,317,0,0.0,0,667,0,0.4745508982035928,0.008394904795953497,0,18
PhD,Together,65640.0,0,1,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,0,51,3,461,0,0.0,1,120,1,3.809917355371901,0.007023049618378757,0,16
Master,Married,44319.0,1,1,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,50,4,37,0,0.0,1,73,0,0.5,0.0008348375451263538,0,10
Graduation,Married,30631.0,1,0,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,0,51,3,70,0,0.0,1,352,1,0.19830028328611898,0.0022851919561243145,0,13
Graduation,Together,75278.0,0,0,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,73,2,930,0,0.0,0,516,0,1.7988394584139265,0.0123540429601881,0,25
Master,Together,50898.0,1,1,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,69,4,859,0,0.0,1,537,1,1.596654275092937,0.016876559460893142,0,25
Graduation,Widow,79946.0,0,0,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,59,2,1478,0,0.0,0,48,0,30.163265306122447,0.018487247801668605,1,24
